part_num,name,part_cat_id,part_material
42918pr0004,"Slope Curved 8 x 2 No Studs with Dark Blue Background, White Diamond Pattern, Circle print",37,Plastic
42924,"Technic Pin Long with Friction Ridges Lengthwise, 1 Center Slot",53,Plastic
4304,Plate Special 2 x 2 x 2/3 with Two Studs On Side and Two Raised [Half Hollow Anti-stud] - Updated Version,9,Plastic
43093,Technic Axle Pin with Friction Ridges Lengthwise,53,Plastic
43337,Panel 1 x 4 x 1 with Rounded Corners [Thick Wall],23,Plastic
43710,Wedge Sloped 4 x 2 Triple Left,6,Plastic
43711,Wedge Sloped 4 x 2 Triple Right,6,Plastic
43712,Wedge Curved 6 x 4 Triple,6,Plastic
43719,Wedge Plate 4 x 4 with 2 x 2 Cutout,49,Plastic
43722,Wedge Plate 3 x 2 Right,49,Plastic
43723,Wedge Plate 3 x 2 Left,49,Plastic
43888,Support Round 1 x 1 x 6 Solid Pillar,34,Plastic
43898,Dish 3 x 3 Inverted [Radar],21,Plastic
44294,Technic Axle 7,46,Plastic
44375a,Dish 6 x 6 Inverted (Radar) with Hollow Studs,21,Plastic
44375b,Dish 6 x 6 Inverted (Radar) with Solid Studs,21,Plastic
4445,Slope 45° 2 x 8,3,Plastic
4460b,Slope 75° 2 x 1 x 3 with Hollow Stud,3,Plastic
44709,Weapon Gun / Blaster with Studs on Side,73,Plastic
44728,Bracket 1 x 2 - 2 x 2,9,Plastic
4477,Plate 1 x 10,14,Plastic
44861,Plate Special 1 x 2 [Open O Top Clip],9,Plastic
4490,Brick Arch 1 x 3,37,Plastic
4510,Plate Special 1 x 8 with Door Rail,9,Plastic
4519,Technic Axle 3,46,Plastic
4569,Slope 1 x 6 x 1 with 1 x 2 x 1/3 Cutout,3,Plastic
4588,"Brick Round 1 x 1 with Fins, Open Stud",20,Plastic
4595,Brick Special 1 x 2 x 2/3 with Studs on Sides,5,Plastic
4599b,Tap 1 x 1 without Hole in Spout,27,Plastic
4697b,Pneumatic T-Piece (T Bar) [New Style],22,Plastic
4733,Brick Special 1 x 1 Studs on 4 Sides,5,Plastic
47397,Wedge Plate 12 x 3 Left,49,Plastic
4740,Dish 2 x 2 Inverted [Radar],21,Plastic
4742,Cone 4 x 4 x 2 Hollow No Studs,20,Plastic
47457,Brick Curved 2 x 2 x 2/3 Two Studs and Curved Slope End,37,Plastic
47753,Wedge Curved 4 x 4 No Top Studs,6,Plastic
47905,Brick Special 1 x 1 with Studs on 2 Sides,5,Plastic
48092,Brick Round Corner 4 x 4 Macaroni Wide with 3 Studs,20,Plastic
48267,Technic Tooth 1 x 3 with Axle Hole [Hollow Underside],26,Plastic
48336,Plate Special 1 x 2 [Side Handle Closed Ends],9,Plastic
4865a,Panel 1 x 2 x 1 [Square Corners],23,Plastic
4865b,Panel 1 x 2 x 1 [Rounded Corners],23,Plastic
4865bpr0001,Panel 1 x 2 x 1 [Rounded Corners] with Brick Wall and Tunnel Print,23,Plastic
4865bpr0002,Panel 1 x 2 x 1 [Rounded Corners] with Sand Green and Dark Green Arrows Print,23,Plastic
4865bpr0003,Panel 1 x 2 x 1 [Rounded Corners] with Blue Sky and City Skyline Print,23,Plastic
48729b,Bar 1L with Clip [Cut Edges and One Side Hole] [Gap in Clip],32,Plastic
49153,Tile Special 2 x 2 with Top Pin [Squared Holes],15,Plastic
49307,"Brick Curved 1 x 1 x 2/3 Double Curved Top, No Studs",37,Plastic
49308,Brick Round 3 x 3 Dome with Center Stud,20,Plastic
49612,Brick Round Corner 4 x 4 x 3 Quarter Dome Top,20,Plastic
49656pat0010,Geode / Rock with Trans-Orange Crystal,33,Plastic
49668,Plate Special 1 x 1 with Tooth,9,Plastic
5091,Tile 1 x 2 with Stud Notch Left,15,Plastic
5092,Tile 1 x 2 with Stud Notch Right,15,Plastic
50950,Slope Curved 3 x 1 No Studs,37,Plastic
50990b,Dish 10 x 10 Inverted (Radar) with Solid Studs,21,Plastic
51239,Window Frame 1 x 3 x 3,16,Plastic
5152,Brick Round Corner 3 x 3 Macaroni with 2 Studs,20,Plastic
51739,Wedge Plate 2 x 4,49,Plastic
52107,Brick Special 1 x 2 with Studs on 2 Sides,5,Plastic
5264,Plate Round 1 x 1 with Hollow Stud and Underside Clip,9,Plastic
5404,Slope 18° 2 x 1 x 2/3,3,Plastic
54200,Slope 30° 1 x 1 x 2/3 (Cheese Slope),3,Plastic
54383,Wedge Plate 6 x 3 Right,49,Plastic
54384,Wedge Plate 6 x 3 Left,49,Plastic
5654,Slope 1 x 4 with 1 x 2 Cutout,3,Plastic
57585,Technic Axle Connector Hub with 3 Axles at 120°,12,Plastic
58176,Light Cover 1 x 1 Round with Internal Bar / Bionicle Barraki Eye,32,Plastic
59230,Arm Mechanical Straight (Droid) [2 Clips at 90°],60,Plastic
59349,Panel 1 x 6 x 5,23,Plastic
59426,Technic Axle 5.5 with Stop [Rounded Short End],46,Plastic
59443,Technic Axle Connector Smooth [with x Hole + Orientation],12,Plastic
59900,Cone 1 x 1 [Top Groove],20,Plastic
6003,Plate Round Corner 6 x 6,21,Plastic
6005,Brick Arch 1 x 3 x 2 Curved Top,37,Plastic
6019,Plate Special 1 x 1 with Clip Horizontal [Thick U Clip],9,Plastic
60470b,Plate Special 1 x 2 with Clips Horizontal [Open O Clips],9,Plastic
60474,Plate Round 4 x 4 with Pin Hole,21,Plastic
60475b,"Brick Special 1 x 1 with Clip Vertical [Open O Clip, Hollow Stud]",5,Plastic
60476,Brick Special 1 x 1 with Clip Horizontal,5,Plastic
60477,Slope 18° 4 x 1,3,Plastic
60478,Plate Special 1 x 2 with Handle on End [Closed Ends],9,Plastic
60479,Plate 1 x 12,14,Plastic
60481,Slope 65° 2 x 1 x 2,3,Plastic
60483,Technic Beam 1 x 2 Thick with Pin Hole and Axle Hole,51,Plastic
60581,Panel 1 x 4 x 3 [Side Supports / Hollow Studs],23,Plastic
6059,Panel 3 x 3 x 6 Corner Convex with Curved Top,23,Plastic
60592,Window 1 x 2 x 2 Flat Front,16,Plastic
60593,Window 1 x 2 x 3 Flat Front,16,Plastic
60596,Door Frame 1 x 4 x 6 Type 2,16,Plastic
60601,Glass for Window 1 x 2 x 2 Flat,16,Plastic
6081,Brick Curved 2 x 4 x 1 1/3,37,Plastic
60897,Plate Special 1 x 1 with Clip Vertical [Thick Open O Clip],9,Plastic
6091,Brick Curved 1 x 2 x 1 1/3 with Curved Top,37,Plastic
6106,Wedge Plate 6 x 6 Cut Corner,49,Plastic
6111,Brick 1 x 10,11,Plastic
6112,Brick 1 x 12,11,Plastic
6124,Equipment Magic Wand,27,Plastic
61252,Plate Special 1 x 1 with Clip Horizontal [Thick Open O Clip],9,Plastic
61332,Technic Pin with Friction Ridges Lengthwise with No Center Slots,53,Plastic
6134,Hinge Brick 2 x 2 Top Plate Thin,18,Plastic
61406pat0009,Plate Special 1 x 2 with Angular Extension and Flexible White Tip,9,Plastic
61409,Slope 18° 2 x 1 x 2/3 with 4 Slots / Grate,3,Plastic
6141,Plate Round 1 x 1 with Solid Stud,21,Plastic
61482,Equipment Handcuffs,27,Plastic
61485,"Turntable 4 x 4 Square Base, Locking",18,Plastic
61678,Slope Curved 4 x 1 No Studs [Stud Holder with Asymmetric Ridges],37,Plastic
6177b,Plate Special Round 8 x 8 with 2 x 2 Center Studs with Groove,9,Plastic
6179,Plate Special 4 x 4 with Studs on One Edge [Plain],9,Plastic
6180,Plate Special 4 x 6 with Studs on 3 Edges,9,Plastic
6182,Brick Arch 1 x 4 x 2,37,Plastic
6191,"Brick Curved 1 x 4 x 1 1/3 No Studs, Lowered Inside Support",37,Plastic
6192b,"Brick Curved 2 x 4 Double, No Studs, with Groove",37,Plastic
6223,Brick 2 x 2 without Inside Ridges,11,Plastic
6231,Panel 1 x 1 x 1 Corner,23,Plastic
6232,Brick Special 2 x 2 with Pin and Axle Hole,5,Plastic
6233,Cone 3 x 3 x 2,20,Plastic
62361,"Wheel Arch, Mudguard, 1 1/2 x 6 x 1 [Arch Extended]",36,Plastic
62462,Technic Pin Connector Round [Slotted],12,Plastic
6259,Cylinder Half 2 x 4 x 4,20,Plastic
62701,Wheel Cover 9 Spoke - 24mm D.,29,Plastic
63864,Tile 1 x 3,19,Plastic
63868,Plate Special 1 x 2 with Clip Horizontal on End,9,Plastic
63965,Bar 6L with Stop Ring,32,Plastic
64225,Wedge Curved 4 x 3 No Studs [Plain],6,Plastic
64644,"Equipment Telescope / Torch / Spyglass, Support Round 1 x 1 x 1 2/3",27,Plastic
64647,"Flame / Headwear Accessory Plume / Feather, Triple Point",69,Plastic
64727,Weapon Spike Flexible 3.5L,73,Plastic
64799,Plate Special 4 x 4 with 2 x 2 Opening,9,Plastic
64847,"Animal Body Part, Horn (Cattle)",75,Plastic
6536,Technic Axle and Pin Connector Perpendicular,12,Plastic
6541,Technic Brick 1 x 1 with Pin Hole,8,Plastic
65426,Wedge Plate 2 x 4 27° Right,49,Plastic
65429,Wedge Plate 2 x 4 27° Left,49,Plastic
65509,Plate Special 2 x 4 with Groove and Two Center Studs (Jumper),9,Plastic
6558,"Technic Pin Long with Friction Ridges Lengthwise, 2 Center Slots",53,Plastic
6589,Technic Gear 12 Tooth Bevel,52,Plastic
6636,Tile 1 x 6 with Groove,19,Plastic
6636pr0001,"Tile 1 x 6 with ""Solomon"" Print",19,Plastic
6636pr0002,"Tile 1 x 6 with ""R. Guggenheim"" Print",19,Plastic
6636pr0003,"Tile 1 x 6 with ""Museum"" Print",19,Plastic
6636pr0009,Tile 1 x 6 with White 'Rockefeller' Print Justified Right,19,Plastic
6636pr0010,Tile 1 x 6 with White 'Center®' Print Justified Left,19,Plastic
67095,Tile Round 3 x 3,67,Plastic
67329,Brick Special 1 x 2 x 1 2/3 with 8 Studs on 3 Sides,5,Plastic
68013,"Brick Round, Half 1 x 2",20,Plastic
69729,Tile 2 x 6,19,Plastic
70681,"Brick Curved, 3 x 1 with 1/3 Inverted Cutout",37,Plastic
7202,Dome 6 x 3 x 3 Half,20,Plastic
72132,"Plate Special 2 x 6 x 2/3 with 4 Studs on Side, 3 Support Walls on Bottom",9,Plastic
7307,Ladder 1 x 4,32,Plastic
73109,Technic Brick Special 1 x 2 with Pin Hole and 1 x 2 Plate,8,Plastic
73111,Brick Round 3 x 3 x 2 Recessed Center with 2 x 2 Studs and Axle Hole,20,Plastic
73562,Bracket 3 x 2 x 1 1/3 with Bottom Stud Holder,5,Plastic
73825,Bracket 1 x 1 - 1 x 2 Inverted,9,Plastic
73831,Plate 2 x 3 with 1 x 1 Cutout,14,Plastic
73983,Hinge Plate 1 x 4 Swivel Top / Base - Solid Clip [Complete Assembly],18,Plastic
75937,"Plate Special 2 x 2 with Bar Frame Octagonal, Reinforced, Completely Round Studs",9,Plastic
75c08,Hose Rigid 3mm D. 8L / 6.4cm,30,Plastic
75c14,Hose Rigid 3mm D. 14L / 11.2cm,30,Plastic
75c16,Hose Rigid 3mm D. 16L / 12.8cm,30,Plastic
75c20,Hose Rigid 3mm D. 20L / 16cm,30,Plastic
75c24,Hose Rigid 3mm D. 24L / 19.2cm,30,Plastic
75c26,Hose Rigid 3mm D. 26L / 20.8cm,30,Plastic
76959,"Slope Inverted 45° 2 x 2 [Round Hollow Bottom Pin, Bar-sized Stud Holes]",3,Plastic
77808,Brick Special 1 x 2 Rounded with Center Bars,5,Plastic
77844,Plate 3 x 3 Corner,14,Plastic
77845,Plate Special 1 x 4 Rounded with 2 Open Studs,21,Plastic
77850,Plate Special 1 x 3 Rounded with 3 Open Studs,21,Plastic
78168,Plate Special 2 x 6 with Wall Mount Hook,9,Plastic
78256,Plate Special 1 x 2 with Clip Vertical on End,9,Plastic
78258,Bar 2L with Stop in Center,32,Plastic
78329,Plate 1 x 5,14,Plastic
78443,Wedge Plate 6 x 2 Left,49,Plastic
78666,Brick Curved 2 x 1 with Inverted Cutout,37,Plastic
79194,Plate Round 1 x 1 with Hollow Stud and Bar on Underside - Long Space,9,Plastic
79389,Bracket 1 x 1 - 1 x 2,9,Plastic
79741,Equipment Cutlery - Fork,27,Plastic
79756,"Brick Curved 1 x 4 x 2/3 Double, No Studs",37,Plastic
79757,"Brick Curved 2 x 2 x 2/3 Double, Corner, No Studs",37,Plastic
80543,Brick Arch 1 x 4 x 3,37,Plastic
80796,Brick Special 1 x 2 x 1 2/3 with 8 Studs on 2 Sides,5,Plastic
85080,Brick Round Corner 2 x 2 Macaroni with Stud Notch and Reinforced Underside [New Style],20,Plastic
85861,Plate Round 1 x 1 with Open Stud,21,Plastic
85863,Microfig [PLAIN],13,Plastic
85975,Cone 1.17 x 1.17 x 2/3 (Fez),20,Plastic
85984,Slope 30° 1 x 2 x 2/3,3,Plastic
86208,Weapon Gun / Torch (Space) [No Grooves],73,Plastic
86500,Dome Hemisphere 4 x 4,20,Plastic
86876,"Brick Special 1 x 2 with 1 Center Stud on 1 Side, Bottom Stud Holder",5,Plastic
86996,Plate 1 x 1 x 2/3 with Open Stud,14,Plastic
87079,Tile 2 x 4 with Groove,19,Plastic
87081,Brick Round 4 x 4 Centre Hole,20,Plastic
87087,Brick Special 1 x 1 with Stud on 1 Side,5,Plastic
87421,Panel 3 x 3 x 6 Corner Wall without Bottom Indentations,23,Plastic
87544,Panel 1 x 2 x 3 [Side Supports / Hollow Studs],23,Plastic
87552,Panel 1 x 2 x 2 [Side Supports / Hollow Studs],23,Plastic
87580,Plate Special 2 x 2 with Groove and Center Stud (Jumper),9,Plastic
87609,"Plate Special 2 x 6 x 2/3 with 4 Studs on Side, 1 Support Wall on Bottom",9,Plastic
87617,Cylinder 1 x 5 1/2 with Handle (Friction Cylinder),32,Plastic
87618,Bar 5L with Handle (Friction Ram),32,Plastic
87620,Wedge 2 x 2 Facet,6,Plastic
87926,Cylinder Half 3 x 6 x 6 with 1 x 2 Cutout,20,Plastic
87994,Bar 3L,32,Plastic
88072,Plate Special 1 x 2 with Bar Up [Horizontal Arm 5mm],9,Plastic
88292,Brick Arch 1 x 3 x 2,37,Plastic
88293,Brick Round Corner 3 x 3 x 2 Dome Top,20,Plastic
88646,Plate Special 3 x 4 with 1 x 4 Center Studs [Plain],9,Plastic
89522,"Creature Body Part, Horn (Unicorn)",75,Plastic
89678,Technic Pin 1/2 with Friction,53,Plastic
90194,Wedge Plate 3 x 4 with Stud Notches [Reinforced Underside],49,Plastic
90195,Window 1 x 2 x 2 Castle,16,Plastic
90258,Brick Special 2 x 2 with Grooves and Axle Hole,5,Plastic
90398,Minifig Trophy Statuette,13,Plastic
90462pr0004,Headdress Mummy with Thin Blue Stripes Print,65,Plastic
90540,"Bar 3L with Handle, Stop Ring and Side Stops (Minifig Ski Pole)",32,Plastic
91405,Plate 16 x 16,14,Plastic
91501,Panel 2 x 2 x 1 Corner,23,Plastic
91988,Plate 2 x 14,14,Plastic
92107,Plate Special 6 x 8 Trap Door Frame Horizontal [Long Pin Holders],18,Plastic
92280,Plate Special 1 x 2 [Top Clip],9,Plastic
92438,Plate 8 x 16,14,Plastic
92593,Plate Special 1 x 4 with 2 Studs,9,Plastic
92690,Bar 1L with Top Stud and Two Side Studs,32,Plastic
92947,Brick Round 2 x 2 [Grill],20,Plastic
92950,Brick Arch 1 x 6 Raised Arch,37,Plastic
93061,Arm Skeleton Bent with Clips at 90° [Vertical Grip],60,Plastic
93094,Lipstick [Plain],27,Rubber
93095,Panel 1 x 2 x 1 with Rounded Corners and Central Divider,23,Plastic
93273,Slope Curved 4 x 1 Double with No Studs,37,Plastic
93274,Bracket 1 x 2 - 2 x 4,9,Plastic
93550,Weapon Sword / Foil / Épée,73,Plastic
93606,Slope Curved 4 x 2 No Studs,37,Plastic
96874,Brick and Axle Separator v2.0,56,Plastic
973c27h27,"Torso, White Arms and Hands [Plain]",60,Plastic
98100,Brick Round 2 x 2 Truncated Cone,20,Plastic
98138,Tile Round 1 x 1,67,Plastic
98138pr0102,"Tile Round 1 x 1 with Blue Squares, Pixelated Eye of Ender print",67,Plastic
98138pr0185,Tile Round 1 x 1 with '5' Coin print,67,Plastic
98283,Brick Special 1 x 2 with Masonry Brick Profile,5,Plastic
98313,Arm Mechanical with Clip [Thick Support],60,Plastic
98560,Slope 75° 2 x 2 x 3 [Solid Studs],3,Plastic
98585,"Large Figure Weapon, Barrel with 2 Pin Holes and 3 Axle Holes",41,Plastic
99206,Plate Special 2 x 2 x 2/3 with Two Studs On Side and Two Raised [Solid Anti-stud],9,Plastic
99207,Bracket 1 x 2 - 2 x 2 Inverted,9,Plastic
99301,Slope 33° 3 x 3 Double Concave,3,Plastic
99563,Tile Special 1 x 2 with Sloped Walls AKA Money / Gold Bar [Ingot],15,Plastic
99780,Bracket 1 x 2 - 1 x 2 Inverted,9,Plastic
99781,Bracket 1 x 2 - 1 x 2,9,Plastic
